,Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,metro_cost,metro_travel_time,metro_Comfort,metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2
1481,15,20,5,5,8,15,3,2,20,15,5,5
3236,8,20,3,10,5,20,3,10,7,25,3,5
2172,15,20,1,5,12,10,5,2,20,25,3,2
4250,15,30,5,2,12,10,5,10,15,15,3,2
4133,15,10,5,2,5,10,5,5,20,15,1,5
835,8,10,3,2,8,15,3,10,7,10,1,5
2319,3,30,3,2,8,15,5,5,20,10,5,10
1673,15,30,1,5,12,10,3,10,7,25,1,2
2361,3,20,3,2,8,20,3,5,20,10,5,10
3289,15,30,1,2,8,20,5,2,15,15,3,2
3373,8,20,5,5,5,20,1,2,20,15,5,2
4995,8,10,5,2,12,10,1,5,7,15,1,10
3370,15,30,5,10,5,10,5,2,20,10,5,10
1103,8,30,5,2,8,15,1,2,7,10,5,2
4307,8,10,3,5,5,10,5,2,7,10,3,5
4519,15,30,5,2,8,20,1,10,15,15,1,10
4583,8,30,5,2,5,15,5,2,15,15,5,2
1937,3,20,5,5,5,10,3,10,15,15,3,10
3254,3,20,3,10,12,15,3,10,20,15,5,5
2577,8,10,1,2,12,10,5,5,7,25,3,5
4596,3,10,5,10,12,20,3,2,20,10,3,5
1742,3,20,3,10,5,10,1,10,15,25,3,2
2483,15,20,3,2,5,10,3,2,15,10,1,10
3334,8,10,3,5,12,10,5,2,20,10,5,10
2086,3,20,1,10,5,10,1,2,20,25,5,2
1774,8,20,3,2,5,10,1,2,20,25,5,5
3296,15,20,5,2,5,15,5,2,15,15,5,5
2950,15,30,1,2,5,20,5,10,15,10,1,10
3774,3,10,3,5,5,15,5,2,20,10,1,2
3482,3,30,1,10,5,10,3,2,15,10,5,10
1250,3,20,1,10,5,10,3,10,20,10,3,5
2551,8,30,3,2,5,15,1,2,7,10,3,5
973,8,30,3,2,5,20,1,2,20,10,1,5
660,3,20,3,2,5,20,5,5,7,15,3,10
209,15,30,1,2,5,10,3,2,15,15,1,10
4685,8,20,3,10,8,20,1,5,15,15,5,2
874,8,10,5,5,5,20,3,5,15,10,5,5
1305,8,10,5,2,8,20,5,2,15,15,5,2
4204,15,20,1,5,8,15,1,10,7,25,3,2
789,8,10,1,10,8,10,5,5,20,25,1,2
2691,15,10,1,5,8,10,5,10,7,25,5,5
3830,3,20,1,10,12,15,1,10,20,15,1,2
2111,3,20,1,10,8,10,1,2,7,15,5,2
2621,15,20,3,5,5,20,1,5,7,15,5,10
3557,3,10,3,2,5,10,3,2,15,15,3,10
3537,15,30,5,5,5,20,3,10,7,25,3,10
3156,3,10,1,10,12,10,5,5,15,25,5,5
463,3,20,1,2,5,10,5,5,20,15,5,5
4663,15,20,1,2,8,15,3,2,15,15,3,5
3397,8,10,3,5,5,15,5,2,7,10,3,10
1109,15,20,1,5,12,20,3,2,20,15,1,10
2033,8,10,3,2,12,10,1,2,7,10,1,10
4505,15,10,5,5,5,15,5,2,20,10,5,2
3801,15,20,5,10,8,20,5,5,15,10,3,2
2334,3,10,3,2,8,20,3,10,7,10,5,10
3804,15,30,1,2,12,15,1,2,20,15,1,2
1964,15,10,5,10,5,10,1,5,20,25,5,5
4069,15,20,3,10,8,20,3,5,15,25,1,2
2513,8,20,3,5,5,15,3,2,15,15,5,10
4283,8,20,3,10,8,15,5,5,7,25,3,10
1037,8,10,3,5,12,20,3,5,20,25,1,2
1965,8,20,1,10,8,10,3,2,7,25,3,2
3278,8,20,5,10,5,10,1,10,15,10,1,10
2206,15,10,5,5,5,10,3,5,7,15,5,5
3771,8,10,3,5,5,10,3,10,7,10,5,10
4691,8,30,3,2,5,20,5,10,20,15,1,2
1032,8,10,1,2,8,10,3,2,20,15,3,2
995,3,30,3,5,5,10,1,2,15,15,5,5
2306,8,30,3,10,8,10,1,10,15,15,1,5
1328,15,30,1,5,8,20,5,2,7,10,5,5
1081,3,20,3,2,8,20,1,10,15,25,5,2
2003,8,20,3,10,12,20,5,10,7,10,3,2
3469,3,20,3,5,12,15,5,5,7,15,3,5
1052,8,30,1,2,12,10,3,10,20,25,3,5
539,8,20,3,10,12,10,5,2,15,10,5,5
4097,8,10,3,2,5,10,3,5,15,15,3,2
3777,15,10,1,2,8,10,1,5,7,15,5,5
3752,3,30,5,10,8,15,5,10,7,10,5,2
599,15,10,5,5,5,20,5,2,15,15,1,5
139,3,30,5,2,12,20,1,10,15,25,5,2
3779,3,20,1,2,5,20,1,2,20,10,3,2
3094,8,30,5,10,5,10,1,5,15,10,5,2
4214,15,30,1,2,12,10,1,10,7,10,3,10
3376,15,20,3,5,5,15,3,2,20,15,1,2
3900,3,30,1,10,5,15,5,2,20,10,5,10
1569,8,30,1,10,12,15,3,10,7,15,1,2
12,3,20,3,5,5,20,5,2,15,10,1,10
3693,8,30,1,5,5,10,1,5,7,25,3,2
2126,15,20,3,10,8,15,5,5,7,15,3,5
1816,15,10,1,5,8,10,3,10,15,15,5,10
4999,8,20,5,10,5,20,1,5,7,10,3,2
4207,15,20,5,5,5,10,3,2,15,15,5,10
1922,8,20,5,2,8,20,1,10,7,25,1,2
563,8,10,5,5,5,15,5,10,20,15,3,2
1529,8,20,5,10,8,20,5,2,20,25,5,2
476,3,30,3,10,5,10,1,10,7,25,5,2
2989,15,10,5,10,8,15,5,5,15,15,1,5
3953,15,30,3,10,12,15,1,2,7,25,3,5
2301,8,30,5,10,5,15,1,10,15,15,1,10
1255,8,30,3,10,12,20,1,2,20,25,1,5
386,3,10,5,10,8,20,1,2,7,10,1,2
193,15,10,5,5,12,10,1,2,20,25,5,10
950,15,20,3,10,5,20,1,2,7,10,1,2
1764,8,20,3,2,12,15,3,5,20,15,5,5
927,3,30,3,10,12,15,3,2,15,10,3,10
4228,3,10,1,2,8,10,3,10,7,15,1,2
4679,15,10,3,10,12,20,5,2,7,15,3,10
4162,3,30,1,10,5,15,5,2,15,10,5,2
741,8,30,5,5,8,15,5,5,15,10,1,2
2027,3,20,1,10,12,20,1,5,7,25,3,10
3000,15,30,5,5,8,10,3,10,7,10,3,5
1812,8,30,1,2,5,10,5,2,15,10,3,5
4159,8,30,1,10,5,15,5,10,7,15,1,5
2986,3,20,3,2,12,15,3,5,7,15,3,2
2411,15,20,3,5,5,20,5,5,20,10,1,5
4002,15,10,3,2,8,20,3,5,7,25,1,2
2798,3,30,3,2,8,15,3,10,20,10,5,2
1244,15,10,1,2,5,20,1,10,15,25,1,5
4958,3,20,3,2,12,15,1,2,7,25,3,10
3194,15,10,5,10,5,20,5,10,15,10,1,10
4184,15,20,3,10,8,20,1,5,20,25,5,2
269,15,20,3,5,8,20,5,5,7,25,5,10
4342,15,20,5,5,12,20,3,5,20,10,5,5
541,8,10,3,10,12,15,5,10,20,25,5,10
3191,15,10,1,2,12,20,1,10,15,10,1,10
2055,3,10,5,5,5,20,3,5,20,15,5,10
1429,15,20,3,2,8,20,3,10,7,25,5,2
3242,3,20,3,10,12,20,3,5,7,25,5,2
951,15,20,5,5,8,15,1,10,20,25,3,5
729,3,10,1,2,12,10,1,2,15,15,3,5
4423,15,30,1,2,8,20,5,5,15,15,1,5
4683,8,10,5,2,8,10,1,5,20,15,5,2
4411,8,30,5,10,8,10,5,2,7,10,5,2
1772,8,30,3,5,8,20,3,5,15,10,1,2
2466,15,20,3,5,8,15,3,2,15,25,1,5
1475,3,30,3,5,8,10,1,2,15,25,5,5
2985,3,10,1,5,5,10,3,10,7,10,3,2
4481,8,20,1,5,5,15,3,5,7,25,1,10
1155,3,10,1,2,8,20,3,5,20,25,5,5
2817,15,30,3,2,12,20,5,10,15,25,1,10
1719,3,30,5,10,5,20,3,5,15,25,5,5
3465,3,30,5,5,5,15,3,5,20,10,3,5
244,8,10,3,2,8,10,1,10,20,10,5,5
23,8,10,3,10,8,10,5,10,15,25,3,5
3941,8,30,5,2,5,10,1,5,15,25,1,5
1630,8,30,3,5,12,10,3,5,20,15,3,10
72,15,20,3,5,12,20,1,5,20,15,1,2
3817,15,30,5,5,5,15,5,5,15,10,1,10
1775,8,20,3,5,5,20,5,2,15,10,1,10
960,3,10,5,2,5,15,5,5,7,15,5,2
1544,8,20,5,10,5,15,3,5,20,10,3,10
138,15,10,1,10,8,10,3,10,20,15,5,10
2568,3,10,1,5,5,15,5,2,7,25,5,2
4532,3,10,1,5,8,20,5,5,15,15,3,5
910,8,10,3,10,12,20,1,2,7,10,1,10
3951,15,30,1,10,12,20,5,2,15,15,1,2
3597,8,10,3,2,12,10,3,2,20,25,1,2
2982,15,20,5,10,12,15,3,5,20,25,1,5
1027,8,30,5,5,8,20,1,10,15,10,3,2
1919,3,10,5,2,12,20,3,10,20,15,3,2
1406,3,20,1,10,12,10,3,5,15,10,3,2
3375,3,10,3,2,12,10,5,2,15,25,3,2
3846,15,10,3,5,5,15,5,10,15,25,3,10
4052,3,20,5,10,5,10,1,5,15,15,3,10
2599,15,10,1,10,8,20,5,2,15,15,5,5
271,8,30,3,5,8,10,5,2,20,25,5,5
4271,3,30,1,5,5,15,3,5,7,25,1,10
560,3,10,3,5,5,15,3,2,7,25,5,2
4665,3,20,5,5,8,10,1,2,20,10,3,10
1862,3,10,1,10,8,15,1,2,20,10,1,2
4873,8,10,1,2,5,10,3,5,15,10,1,2
4730,3,30,3,5,12,10,5,10,7,10,1,10
2725,8,20,3,2,12,15,5,5,20,10,3,10
2981,8,30,5,2,8,15,1,2,15,15,1,5
1163,3,10,1,2,8,10,5,5,7,25,3,5
1254,8,30,1,2,5,10,3,5,7,15,3,2
687,15,10,3,10,12,20,3,5,20,10,5,5
2217,8,10,1,10,12,15,3,2,20,15,5,5
48,8,20,5,5,5,10,3,5,7,25,1,2
77,8,30,5,2,5,20,5,2,15,10,5,10
2017,3,20,1,10,12,10,1,2,15,15,3,10
739,15,20,5,2,12,20,1,5,7,15,5,2
2698,3,30,3,2,12,10,1,10,7,10,1,2
2999,3,10,3,5,8,15,1,2,20,10,1,10
3706,3,30,5,10,8,20,1,2,15,25,5,2
4651,15,20,1,2,8,15,3,2,7,25,5,5
4541,3,10,3,5,12,15,5,5,7,15,1,10
2360,3,30,3,5,12,10,5,2,7,10,1,10
2911,15,30,5,5,12,10,3,5,7,15,3,2
2710,15,20,1,10,5,10,1,10,7,10,3,5
163,8,10,5,10,12,20,3,5,15,15,1,10
2853,3,30,1,2,5,15,5,5,20,10,1,10
2679,8,30,1,2,8,20,1,10,7,25,5,5
1100,15,10,5,10,8,20,5,10,20,15,3,2
2277,15,10,3,10,5,15,3,5,7,10,1,2
3111,15,30,1,5,8,20,3,10,15,25,5,10
4872,15,20,3,10,12,20,3,2,20,10,1,2
1777,8,20,1,10,5,20,1,2,20,10,1,2
3244,15,30,5,5,12,20,3,2,7,10,1,10
1318,8,30,3,2,12,20,1,5,20,25,3,2
4223,8,20,1,5,5,15,3,2,15,10,3,2
3207,8,20,3,10,8,15,3,10,15,15,5,10
164,15,30,1,2,8,10,3,2,7,15,5,5
177,3,30,3,5,8,15,3,5,15,10,5,5
3897,3,20,5,10,5,20,3,5,15,25,3,10
3048,15,10,5,5,12,15,3,2,20,15,3,2
2179,8,10,5,5,8,15,5,2,20,25,5,2
4664,15,20,5,10,12,10,1,2,20,10,1,5
3124,3,30,5,10,8,20,3,10,15,10,1,10
3271,3,30,5,10,12,15,1,10,15,15,5,10
573,3,10,5,5,8,20,3,2,7,25,5,2
4817,3,20,3,2,8,10,1,2,7,15,3,5
1882,15,20,1,5,12,20,5,10,15,25,3,10
4131,8,30,3,5,8,20,1,5,20,10,5,5
4019,8,10,1,10,5,15,3,5,15,15,3,10
2307,15,30,3,10,8,15,1,5,20,15,1,2
1057,15,20,1,2,5,10,1,5,7,10,5,5
4410,8,30,1,5,8,20,3,2,7,15,3,5
4467,15,10,1,2,12,10,5,10,15,10,5,5
1541,8,30,5,2,12,10,5,10,7,10,1,10
966,15,20,5,10,12,15,5,10,7,15,1,10
239,3,10,1,2,12,10,5,2,15,25,1,2
2160,3,30,1,10,12,10,3,5,20,10,5,2
2071,15,20,5,5,12,15,3,2,15,15,1,5
4781,3,20,5,10,5,15,3,5,15,15,3,5
1095,15,20,5,10,8,15,5,5,15,10,3,2
4381,8,20,1,2,8,10,5,5,15,25,5,10
550,15,30,1,2,5,15,1,5,20,15,1,5
3174,3,10,1,2,8,10,3,2,20,10,1,2
46,15,10,5,2,8,20,3,10,7,25,1,10
4829,3,30,3,2,8,10,3,2,20,10,5,5
1702,15,20,5,2,12,10,3,2,20,15,5,5
340,15,20,1,2,5,15,1,2,15,15,3,5
4572,3,30,1,10,5,20,3,5,20,15,1,2
1811,3,10,3,2,12,15,1,5,7,10,1,5
4980,3,30,3,5,12,10,3,2,20,10,1,2
4356,3,20,1,2,8,15,3,10,20,10,1,5
458,8,10,3,2,8,10,1,2,20,25,3,10
3302,8,30,3,5,8,10,3,10,20,25,1,2
2366,3,20,1,5,8,15,3,5,15,25,5,5
4122,15,10,3,10,5,15,3,10,7,15,1,5
4667,8,20,1,5,5,15,3,2,15,10,5,2
1206,3,30,3,2,5,15,5,5,20,15,1,2
4973,8,30,5,5,12,15,3,2,20,15,1,5
4317,8,30,3,2,5,10,3,10,7,25,3,10
3674,15,10,5,5,5,10,5,5,15,25,3,2
2605,3,20,5,5,12,20,1,10,7,15,5,2
1884,15,10,3,5,12,10,1,2,20,15,1,5
4180,3,30,3,5,8,10,1,2,15,10,3,2
2153,3,30,3,5,12,15,3,10,20,10,3,2
2232,8,30,3,5,12,20,3,2,15,15,1,2
4962,15,20,1,10,12,15,5,2,20,15,5,5
3555,3,10,5,10,5,20,1,10,20,15,5,2
1514,3,30,3,5,5,15,1,5,15,25,3,2
2529,8,10,5,10,8,15,5,2,7,10,5,2
1390,8,10,1,5,5,10,3,10,7,10,3,10
3310,3,30,5,10,8,10,3,10,7,25,3,5
4055,15,10,5,10,12,15,1,10,15,15,3,5
4728,8,30,3,5,5,20,5,5,20,25,3,5
4575,15,10,1,10,12,15,3,2,15,15,1,2
4196,15,30,5,10,8,15,1,2,20,10,3,2
4173,15,30,3,5,12,20,1,10,15,25,1,10
3351,3,30,5,5,12,20,3,10,20,25,5,10
3134,8,30,3,5,5,10,3,10,7,15,1,2
460,8,20,1,5,5,15,3,2,15,10,3,10
2112,3,30,5,5,12,20,1,10,15,15,5,10
94,8,10,3,2,5,10,5,5,7,15,5,10
3862,15,10,3,5,5,15,1,10,20,10,3,5
1874,3,30,1,5,12,20,5,10,15,25,3,5
2966,8,10,3,10,12,20,5,2,7,10,1,2
64,3,10,3,10,8,10,1,2,20,10,3,5
2684,8,10,1,5,5,10,5,2,7,25,3,10
4951,3,30,1,10,8,15,3,2,7,15,5,10
803,15,30,3,2,5,15,1,2,15,15,3,10
904,3,20,3,5,12,15,3,2,15,10,1,5
2318,8,20,1,10,5,20,3,5,7,15,1,2
1618,8,20,3,2,5,20,5,5,15,15,3,2
1904,3,10,5,5,5,10,5,2,20,15,1,2
3764,8,20,5,2,5,20,3,10,7,15,3,2
882,3,30,3,2,8,15,3,2,15,10,1,10
1945,15,30,5,5,12,20,1,5,7,15,5,5
2162,3,30,3,10,8,10,1,10,15,15,3,10
3658,8,20,3,5,8,15,5,5,7,10,3,2
1264,3,20,1,2,12,15,3,5,7,25,1,2
1863,3,10,5,5,5,15,5,2,15,15,3,10
3651,8,30,5,5,12,10,5,2,7,15,5,10
3556,15,20,5,10,5,20,5,2,20,25,1,10
4132,15,10,3,2,5,10,3,10,7,10,5,5
1348,8,10,5,5,5,20,1,2,20,15,3,10
4016,3,30,3,5,12,20,3,10,20,15,3,2
2687,8,10,3,2,5,15,5,2,7,25,1,10
3864,15,10,3,10,5,10,5,5,20,25,1,2
4768,15,10,3,10,5,15,3,10,20,15,1,2
886,15,20,3,10,12,15,1,2,20,10,3,2
762,15,20,1,10,8,20,5,2,15,15,3,10
1790,3,30,3,5,5,15,3,10,20,15,5,2
1696,8,20,3,10,12,15,1,2,7,25,1,10
4143,3,20,3,5,5,10,3,5,7,25,5,10
716,15,30,5,2,8,10,1,5,15,10,1,5
3333,8,20,5,5,5,15,3,10,20,25,3,10
143,15,30,5,5,8,15,3,2,7,10,5,2
3115,8,10,5,2,8,10,1,5,7,10,3,5
1746,3,10,5,10,8,10,5,10,15,25,3,10
2858,15,10,5,10,12,20,5,2,20,25,5,10
3695,15,10,1,2,12,20,5,10,20,25,5,2
355,8,30,3,5,12,15,1,2,7,15,1,5
4172,8,20,1,10,5,10,3,2,7,25,5,5
2140,15,30,5,2,12,10,1,5,20,10,1,5
2439,3,10,1,10,8,10,1,10,7,15,3,2
1991,3,30,1,10,8,20,3,5,7,25,1,10
1010,15,10,5,5,8,15,5,2,20,25,3,10
464,15,10,5,10,8,10,3,5,7,15,5,2
3739,8,30,1,5,5,20,5,5,7,10,3,10
4185,3,30,1,10,8,15,1,2,15,10,3,5
3877,3,20,3,5,5,15,1,5,15,25,5,2
3971,8,10,1,2,8,20,5,5,15,25,1,5
3272,8,30,5,5,8,10,1,5,7,25,5,5
96,3,30,3,10,5,20,5,2,20,25,1,10
2084,15,20,1,2,5,15,3,10,15,10,1,5
2303,8,30,3,10,8,20,5,10,15,10,1,10
4144,3,20,1,5,5,20,5,5,15,10,1,2
398,8,10,5,10,5,15,3,5,15,15,5,5
4009,8,10,3,10,5,10,5,10,7,15,1,2
842,8,10,1,5,5,15,3,10,7,25,3,10
829,8,30,1,2,5,20,3,2,15,10,5,5
1760,8,20,5,10,8,15,1,10,7,15,5,2
4431,15,30,3,10,8,10,1,2,7,10,3,10
2701,8,10,3,5,8,20,3,2,15,15,3,5
1660,3,20,3,2,8,20,1,5,7,25,1,5
4101,15,30,3,5,12,10,3,2,7,15,1,10
2007,3,20,3,5,8,10,5,2,20,25,5,10
2617,3,30,1,5,5,20,3,2,15,15,5,5
2964,15,20,5,2,5,10,5,5,7,25,1,10
3507,3,30,5,2,12,15,3,10,7,25,5,5
647,3,30,5,5,8,10,5,2,20,10,3,2
2252,8,30,5,10,12,10,3,2,15,25,5,5
931,15,30,3,2,5,15,1,5,15,10,5,5
1693,15,30,5,5,12,10,1,5,20,25,1,10
169,15,10,5,10,12,10,5,2,7,15,1,2
4351,8,10,3,5,8,15,1,5,20,15,5,2
2572,3,20,5,10,12,10,5,5,20,25,5,10
4416,15,20,5,10,5,15,5,2,20,15,3,10
1054,15,10,5,5,8,10,1,2,15,15,5,5
3527,15,10,1,10,5,20,3,5,7,10,1,5
4165,3,30,1,5,8,10,1,2,15,25,5,2
187,15,30,1,5,12,20,1,5,7,10,5,5
4151,8,30,1,10,5,15,3,10,7,25,1,2
80,8,30,3,2,5,10,3,5,20,25,3,2
2649,8,30,5,5,5,10,3,10,20,15,1,2
4573,15,10,5,5,8,20,5,2,20,25,1,2
4619,15,30,3,2,8,15,3,5,20,15,1,10
4776,8,20,3,10,5,15,5,2,7,25,1,10
4890,8,20,1,10,5,15,3,5,15,25,3,10
1486,15,30,5,5,5,20,1,5,7,15,5,10
391,3,20,3,2,8,15,1,10,20,15,5,10
2400,3,30,3,5,5,20,5,10,7,25,5,5
2482,15,20,5,2,12,10,3,2,15,25,3,2
4675,15,30,3,10,12,15,1,5,15,15,3,5
1078,3,10,3,2,5,15,1,10,15,25,5,10
4597,3,30,1,10,12,20,5,5,20,25,1,2
4847,3,10,3,5,12,15,1,5,20,10,5,2
2556,15,10,1,10,8,20,5,5,20,25,3,5
2389,3,20,5,10,8,10,5,10,20,25,1,2
2990,3,30,3,5,8,10,5,5,15,10,1,5
116,15,20,3,10,8,10,3,2,20,25,3,10
713,15,20,3,5,5,20,5,10,20,15,5,5
4949,15,30,1,2,8,20,5,5,20,15,1,5
2236,3,20,5,5,12,15,5,5,7,15,5,2
3146,15,20,5,10,8,15,5,5,20,10,3,2
4267,8,30,3,10,5,15,1,5,20,10,1,10
474,8,10,3,2,5,10,5,10,7,15,3,10
1391,15,30,5,10,5,15,1,10,20,15,3,5
906,15,30,1,5,5,20,1,10,7,25,1,2
3176,15,20,3,10,12,20,1,10,20,15,5,2
1733,3,20,5,5,8,10,5,5,7,15,1,10
2410,15,20,5,5,5,20,1,10,20,25,5,2
1976,3,20,1,5,5,10,3,10,20,25,5,5
1813,8,10,5,2,8,20,3,2,7,25,3,10
1960,8,10,5,5,12,10,3,5,20,25,1,5
3329,8,30,1,5,8,20,5,5,7,15,3,10
3708,3,30,3,10,12,10,5,5,7,15,1,5
1961,3,20,5,2,8,10,5,10,15,25,5,5
4375,3,10,3,10,5,20,1,5,20,25,3,2
1008,3,20,3,10,5,15,1,10,7,15,3,5
3285,3,30,3,2,8,20,3,5,20,25,3,2
3954,8,30,1,10,8,10,5,5,20,25,1,5
4024,3,30,1,5,5,20,5,10,15,25,3,2
3806,3,30,1,2,12,20,1,2,15,25,3,2
1276,8,20,3,2,5,10,1,5,15,15,5,10
4903,8,10,3,5,8,15,5,5,20,25,3,5
2608,15,20,3,10,5,15,1,5,7,10,5,2
3949,15,30,3,10,8,20,1,2,15,10,5,10
4239,15,20,1,10,8,10,3,5,7,10,1,10
4787,8,20,1,10,8,20,3,2,15,15,3,10
4359,8,30,3,10,5,20,5,10,15,25,1,10
3943,8,10,3,5,8,10,5,5,7,10,3,10
595,3,30,1,5,12,15,1,10,15,10,3,5
4110,8,10,1,5,12,10,5,2,20,25,5,5
2952,8,10,5,2,5,10,1,5,20,10,1,10
2523,3,10,3,10,12,15,3,2,7,25,3,10
3416,8,10,1,5,8,10,1,10,15,10,5,10
3552,8,10,5,10,5,15,3,5,15,10,1,2
1165,15,20,1,2,8,15,5,10,7,25,3,5
724,3,30,1,2,5,15,5,2,15,15,3,2
42,15,20,3,10,5,20,3,2,7,10,5,10
2291,3,20,5,2,12,20,3,5,15,25,3,10
2654,15,30,1,10,8,15,5,5,15,15,3,5
2147,15,10,3,10,8,15,3,10,15,15,3,5
4308,3,10,1,10,5,15,5,2,7,25,1,5
2374,3,30,1,10,5,10,3,5,15,10,3,2
730,15,20,3,2,8,15,1,2,20,10,5,5
3870,8,30,5,10,12,10,5,2,7,10,1,10
3800,3,30,1,10,8,10,5,10,20,25,3,5
4659,15,20,1,5,5,20,3,5,20,25,5,2
387,15,30,5,5,8,20,1,10,15,25,3,2
4926,3,20,3,5,8,10,5,10,15,15,1,5
4324,15,30,5,10,8,20,5,2,7,15,3,5
2158,15,10,5,10,8,20,3,5,7,25,3,2
4339,15,10,3,2,5,15,3,10,15,10,1,2
868,3,30,5,10,8,10,5,5,7,15,3,10
4836,3,10,1,2,12,20,3,5,7,15,5,10
1552,8,10,5,5,8,20,3,10,20,10,3,5
3119,3,10,3,2,8,10,1,10,20,25,5,10
419,15,30,3,2,5,20,3,10,15,15,5,5
3561,8,10,1,5,8,10,3,2,15,15,5,10
4520,3,10,1,10,8,10,3,10,7,15,5,10
3747,8,20,5,2,12,10,1,2,20,15,5,2
3248,15,20,3,10,8,10,5,10,7,15,5,10
3193,15,10,5,10,8,20,3,5,7,25,3,10
3060,15,30,5,5,8,10,5,10,7,10,1,2
3720,8,10,5,2,5,15,5,2,20,25,3,2
1047,8,20,1,5,12,15,1,10,7,10,3,10
15,8,10,1,2,12,15,3,10,7,10,5,10
3998,3,30,5,10,5,20,3,10,7,10,3,10
3063,8,20,5,2,5,15,3,5,20,25,5,2
4259,8,30,1,2,12,10,3,10,20,25,1,5
771,15,20,3,5,12,20,1,10,20,25,5,2
1311,8,20,5,2,12,15,3,5,20,15,1,10
133,8,10,5,5,12,15,3,2,15,25,3,5
445,15,30,5,2,8,10,1,5,20,25,5,10
1489,3,10,3,10,5,15,1,5,15,15,1,2
4013,8,10,5,5,5,15,1,5,15,15,1,2
3626,3,20,3,10,5,10,3,2,15,15,5,10
3401,3,10,3,5,8,20,1,2,15,10,1,10
1171,3,10,1,5,8,20,3,5,15,25,5,5
900,3,10,3,10,12,20,1,5,15,25,3,10
2709,3,20,1,5,5,15,5,2,15,10,1,10
2323,15,10,3,10,8,10,3,5,15,25,5,5
3814,8,30,1,2,12,15,1,5,15,25,1,2
4090,15,10,3,2,8,15,5,10,20,15,3,5
275,3,20,3,5,5,20,1,10,20,15,5,2
279,8,20,3,2,12,10,1,5,20,10,5,2
78,8,30,1,10,5,10,1,10,7,15,3,2
4426,15,10,5,5,5,20,3,5,7,25,3,5
2066,15,10,1,2,5,15,5,2,20,25,5,5
1903,3,30,3,2,12,15,3,10,20,25,3,10
4674,15,30,3,5,12,15,5,10,20,10,5,2
2676,8,20,5,10,12,10,3,10,20,15,1,5
1556,8,30,5,5,8,20,1,10,15,25,1,2
2695,15,30,5,10,8,15,5,10,15,25,5,10
1208,3,20,1,2,12,10,5,5,15,15,5,5
2984,15,20,3,10,12,10,5,2,20,10,3,2
3684,15,20,3,10,12,15,5,2,7,25,1,2
1242,15,20,5,5,12,15,3,2,20,25,1,10
940,8,30,5,10,5,20,3,10,15,15,3,5
924,8,10,3,5,8,20,3,2,7,15,1,2
2372,15,10,1,2,8,10,3,2,20,15,5,5
450,3,20,1,10,12,10,3,2,7,15,1,2
202,15,30,3,2,12,10,1,5,20,15,3,2
2250,15,10,3,10,5,10,1,10,15,15,1,10
3950,3,10,3,10,8,10,3,2,7,25,5,2
618,8,30,5,10,8,20,3,2,20,15,3,10
2447,8,20,3,2,5,10,5,10,20,25,1,10
197,8,30,3,10,8,20,3,10,7,10,5,10
2799,15,10,1,2,5,15,5,2,15,15,1,2
2727,15,30,5,2,12,10,3,5,20,15,5,2
1333,3,30,3,5,8,10,5,10,20,10,1,5
2689,15,30,5,10,8,15,3,10,7,15,5,10
649,15,30,5,2,5,20,5,5,15,10,1,10
2450,8,10,3,5,8,10,5,2,15,15,5,10
769,15,30,1,5,8,20,5,10,7,25,1,10
1818,8,20,3,10,8,15,1,10,15,15,1,5
4851,15,10,1,10,8,20,1,5,20,25,5,5
3767,3,20,3,5,5,15,3,5,7,25,1,5
816,3,20,5,5,12,10,1,10,7,10,5,2
4135,8,30,5,5,12,15,5,5,7,15,5,5
1064,15,20,3,5,5,15,5,2,20,15,3,2
26,8,20,3,10,8,20,1,5,20,25,1,10
4243,15,20,3,2,8,10,3,2,20,25,1,10
1181,8,10,1,10,5,10,3,10,20,10,1,2
1190,15,20,1,2,5,20,3,10,20,15,1,5
3247,3,20,3,5,8,15,3,2,7,10,5,10
2808,8,20,1,5,5,20,3,10,7,15,3,2
3362,15,10,5,2,8,10,1,5,20,15,3,10
3588,3,30,1,5,8,20,5,10,7,10,1,2
3741,15,20,3,5,12,10,3,5,20,10,3,2
1809,3,20,1,10,5,10,3,2,15,10,3,2
1757,8,30,3,10,5,10,1,10,20,15,3,5
916,15,30,1,10,12,20,1,10,15,15,5,2
2631,15,20,5,10,8,15,1,2,7,15,5,2
4788,8,30,1,10,12,10,1,10,20,10,5,5
3722,8,10,5,2,5,10,3,10,15,15,3,10
2890,15,30,1,10,5,10,3,2,7,15,1,10
3495,3,30,3,2,12,15,5,5,15,10,3,5
1983,3,10,3,5,8,10,5,2,15,15,5,10
1143,3,10,5,2,8,20,5,5,7,25,5,10
735,8,20,1,10,5,20,1,2,20,10,1,10
3399,8,30,5,5,8,20,1,2,20,10,1,10
4641,15,20,3,2,5,10,1,5,20,10,3,10
4950,3,30,5,2,8,20,5,2,7,25,1,5
2900,8,20,5,2,8,10,1,2,15,15,5,2
4190,8,10,5,2,5,20,3,10,7,15,3,2
2210,8,30,1,10,8,10,1,5,20,15,1,10
1631,3,30,3,10,8,20,3,5,7,15,1,5
1342,8,10,3,10,12,15,3,5,20,25,1,5
1908,15,30,3,10,5,10,1,5,20,15,1,5
4139,15,30,1,5,12,15,3,5,15,25,5,10
2087,8,30,3,10,8,15,3,2,15,10,3,2
